,record,sexe,age,NAISS,LANGUE,MINO,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q2r7,Q2r8,Q42,Q46,Q47,Q47B,Q52r1,Q52r2,Q52r3,Q52r4,Q52r5,Q52r6,Q52r7,Q52r8,Q52r9
711,915,Un homme,De 55 à 64 ans,Oui,Français,Non,4,4,4,4,4,4,4,4,5,4,4,2,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
712,916,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,2,2,2,1,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
713,917,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,4,4,4,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
714,918,Une femme,De 35 à 44 ans,Oui,Anglais,Non,5,4,5,4,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
716,920,Un homme,De 55 à 64 ans,Oui,Français,Non,3,3,3,3,2,2,2,2,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
717,921,Une femme,75 ans ou plus,Oui,Anglais,Non,3,3,3,3,4,4,5,4,4,2,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
718,922,Un homme,75 ans ou plus,Oui,Français,Non,5,5,5,5,1,1,1,1,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
719,923,Un homme,De 65 à 74 ans,Oui,Anglais,Non,4,4,4,4,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
720,924,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,4,5,4,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
721,925,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,3,3,4,2,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
722,926,Une femme,De 45 à 54 ans,Non,Créole,Oui,3,4,3,3,3,2,2,2,4,5,3,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
723,927,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,4,5,4,5,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
724,928,Une femme,De 25 à 34 ans,Oui,Français,Oui,5,4,4,4,4,3,4,3,5,4,4,3,Non,Oui,Non,Oui,Non,Non,Non,Non,Non
725,930,Une femme,De 25 à 34 ans,Oui,Français,Je préfère ne pas répondre,5,5,5,3,2,1,1,1,5,3,5,3,Non,Non,Non,Non,Je ne sais pas,Non,Non,Non,Non
726,931,Une femme,De 35 à 44 ans,Non,Chinois,Non,2,2,2,2,4,4,4,4,2,4,3,3,Non,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non
728,933,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,1,1,1,1,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
729,934,Une femme,De 45 à 54 ans,Oui,Arménien,Non,5,4,4,3,5,5,5,5,5,5,1,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
730,935,Une femme,De 18 à 24 ans,Oui,Anglais,Non,4,4,3,3,5,5,5,5,5,1,5,2,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui
731,936,Une femme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,3,2,2,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
732,958,Une femme,De 45 à 54 ans,Oui,Français,Je préfère ne pas répondre,4,4,5,4,3,2,3,3,1,1,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
733,959,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
734,960,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,3,4,4,4,4,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
735,961,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,4,2,2,2,1,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
736,962,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
737,963,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,4,3,3,3,1,5,5,2,Non,Non,Oui,Oui,Non,Non,Non,Non,Non
738,965,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
739,966,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,5,3,5,3,2,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
740,967,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,5,5,3,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
741,968,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,4,4,4,4,4,4,4,4,1,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
742,969,Une femme,De 25 à 34 ans,Oui,Anglais,Non,5,5,4,4,5,5,4,4,4,2,4,1,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non
743,970,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
744,971,Une femme,De 25 à 34 ans,Non,Arabe,Non,3,3,3,3,3,3,2,2,4,4,3,2,Oui,Non,Je ne sais pas,Non,Oui,Non,Je ne sais pas,Non,Oui
745,972,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,4,3,2,4,5,2,Non,Non,Non,Non,Non,Non,Oui,Non,Oui
746,973,Un homme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,4,2,3,3,3,4,5,4,1,Non,Non,Oui,Non,Non,Non,Non,Non,Oui
747,974,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,5,4,5,4,5,4,3,2,Non,Non,Non,Je ne sais pas,Non,Non,Non,Non,Non
748,975,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,5,4,1,Non,Non,Non,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non
749,976,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,3,3,3,4,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
750,977,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,2,3,2,5,5,5,3,Non,Oui,Non,Non,Non,Non,Non,Non,Non
751,978,Une femme,De 25 à 34 ans,Non,Anglais,Oui,3,2,2,2,4,4,4,4,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
753,980,Un homme,De 25 à 34 ans,Non,Français,Oui,4,4,4,4,5,5,5,5,5,5,3,1,Non,Non,Oui,Non,Non,Non,Non,Non,Non
754,981,Un homme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,5,5,5,4,4,2,4,2,Je ne sais pas,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui
755,982,Un homme,De 35 à 44 ans,Non,Anglais,Non,3,2,3,2,5,5,5,5,4,2,2,2,Non,Non,Oui,Oui,Non,Non,Non,Non,Non
756,983,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,3,2,2,2,5,5,4,2,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
757,984,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,2,2,2,2,4,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
758,985,Une femme,De 45 à 54 ans,Oui,Anglais,Non,4,3,4,3,5,5,5,5,5,5,3,1,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui
759,987,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
760,988,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,3,3,2,3,4,1,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
761,989,Une femme,De 25 à 34 ans,Non,Arabe,Oui,5,5,5,5,5,5,5,5,4,5,3,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Non
762,990,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,3,2,4,4,4,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
763,991,Une femme,De 35 à 44 ans,Non,Anglais,Oui,4,3,4,4,5,5,5,5,4,4,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
764,992,Un homme,De 25 à 34 ans,Non,Français,Je préfère ne pas répondre,5,5,5,5,2,2,3,2,5,5,3,1,Non,Non,Non,Non,Oui,Non,Non,Non,Oui
765,993,Une femme,De 25 à 34 ans,Oui,Français,Non,4,4,5,4,3,2,4,5,5,2,1,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
766,994,Une femme,De 25 à 34 ans,Non,Portugais,Non,3,1,2,1,5,5,5,5,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Oui
768,996,Un homme,De 35 à 44 ans,Non,Perse,Non,4,3,4,3,5,5,5,5,4,4,4,3,Oui,Non,Non,Oui,Oui,Non,Non,Non,Oui
769,997,Un homme,De 25 à 34 ans,Oui,Tamoul,Oui,3,3,2,2,5,5,5,5,5,5,4,3,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui
770,999,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,3,4,3,5,3,4,3,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui
771,1000,Une femme,De 35 à 44 ans,Non,Arabe,Non,5,5,5,5,2,2,2,2,3,5,4,2,Non,Je préfère ne pas répondre,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Non,Je préfère ne pas répondre
772,1001,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,5,5,4,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
773,1002,Une femme,De 35 à 44 ans,Non,Wolof,Oui,5,5,5,5,3,3,3,2,5,5,4,2,Non,Non,Oui,Non,Non,Non,Non,Non,Non
774,1004,Une femme,De 25 à 34 ans,Oui,Anglais,Oui,5,4,4,4,5,5,5,5,5,5,3,2,Oui,Non,Oui,Non,Non,Non,Non,Non,Non
776,1006,Une femme,75 ans ou plus,Oui,Français,Non,4,3,3,3,3,3,2,2,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
777,1007,Un homme,De 35 à 44 ans,Non,Espagnol,Non,2,2,2,2,5,5,5,5,2,2,1,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
778,1008,Une femme,De 45 à 54 ans,Non,Je préfère ne pas répondre,Oui,5,4,4,4,4,3,4,3,4,5,2,1,Non,Non,Non,Oui,Non,Non,Non,Non,Oui
779,1009,Une femme,De 25 à 34 ans,Oui,Vietnamien,Non,3,2,2,2,4,4,4,4,4,4,2,1,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
780,1010,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,4,2,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
781,1011,Un homme,De 25 à 34 ans,Non,Russe,Oui,5,5,5,5,5,5,5,5,4,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
782,1012,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,2,4,3,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
783,1013,Une femme,De 18 à 24 ans,Non,Créole,Non,5,5,5,5,3,2,2,1,4,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
784,1014,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,4,5,5,5,4,5,5,5,1,5,1,Non,Non,Oui,Non,Non,Non,Non,Non,Non
785,1015,Une femme,De 25 à 34 ans,Oui,Anglais,Oui,4,4,4,3,5,5,5,5,2,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
786,1016,Une femme,De 25 à 34 ans,Oui,Vietnamien,Oui,5,5,5,5,5,5,5,5,5,5,2,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
787,1017,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,4,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
788,1018,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,2,2,2,2,5,5,4,8,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
789,1019,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,2,2,2,2,5,3,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
790,1020,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,2,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
791,1021,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
792,1022,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,4,4,3,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui
793,1023,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,5,5,1,Je ne sais pas,Non,Non,Non,Non,Non,Non,Non,Non
794,1024,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,2,2,2,2,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
795,1025,Une femme,De 18 à 24 ans,Non,Créole,Non,5,5,5,5,3,3,4,3,5,2,4,1,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas
796,1026,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
797,1027,Une femme,De 25 à 34 ans,Non,Arabe,Oui,5,5,5,5,4,3,4,4,4,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
798,1028,Une femme,De 25 à 34 ans,Non,Cantonais,Oui,2,2,2,2,4,4,4,4,4,4,3,3,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
799,1029,Une femme,De 25 à 34 ans,Non,Espagnol,Oui,3,3,3,2,4,4,4,4,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
800,1030,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,3,2,4,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
801,1031,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,3,2,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
802,1032,Un homme,De 35 à 44 ans,Non,Français,Oui,3,4,4,5,5,4,3,4,2,4,2,3,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas
803,1033,Une femme,De 25 à 34 ans,Oui,Italien,Non,4,4,4,4,5,5,5,5,2,4,2,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
804,1035,Un homme,De 35 à 44 ans,Non,Français,Oui,4,4,4,5,3,3,5,5,5,4,5,3,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui
805,1038,Une femme,De 25 à 34 ans,Non,Arabe,Non,4,4,4,4,2,2,3,3,4,5,2,2,Non,Je ne sais pas,Non,Non,Je ne sais pas,Non,Non,Non,Je ne sais pas
806,1039,Une femme,De 25 à 34 ans,Non,Français,Oui,4,4,4,4,3,3,3,3,4,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
807,1040,Un homme,De 35 à 44 ans,Non,Polonais,Oui,4,3,3,2,5,5,5,4,4,2,2,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
808,1041,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,4,5,3,4,5,5,3,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui
809,1042,Un homme,De 35 à 44 ans,Oui,Français,Oui,4,3,4,3,2,2,2,2,5,4,4,3,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non
811,1044,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,2,2,2,2,3,5,4,3,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non
812,1045,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
813,1046,Un homme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,4,4,5,4,5,2,4,2,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
814,1047,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,4,3,2,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
815,1048,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,4,4,2,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui
816,1049,Un homme,De 25 à 34 ans,Oui,Anglais,Non,3,3,4,3,5,5,5,5,2,2,4,2,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas
817,1050,Une femme,De 35 à 44 ans,Non,Portugais,Non,4,3,4,3,5,4,5,4,4,4,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
818,1051,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,4,3,4,3,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
819,1052,Un homme,De 25 à 34 ans,Non,Anglais,Non,2,1,1,1,5,4,4,4,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
820,1053,Une femme,De 35 à 44 ans,Non,Espagnol,Non,4,4,4,4,4,4,4,4,5,4,3,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
821,1054,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,4,3,4,2,5,4,5,4,5,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
822,1055,Une femme,De 35 à 44 ans,Non,Perse,Non,3,3,3,2,3,2,2,3,2,4,4,3,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
823,1056,Autre,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,5,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
824,1057,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,2,5,5,2,Oui,Non,Non,Non,Non,Non,Oui,Non,Non
825,1058,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,4,4,2,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui
826,1059,Un homme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,5,4,4,2,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui
827,1060,Une femme,De 35 à 44 ans,Non,Arabe,Oui,5,4,5,4,3,2,3,3,2,4,5,4,Non,Oui,Non,Non,Non,Non,Non,Non,Non
828,1061,Un homme,De 25 à 34 ans,Oui,Français,Oui,5,5,5,5,5,5,4,5,4,2,4,2,Non,Oui,Oui,Non,Non,Oui,Non,Non,Oui
829,1062,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,3,4,5,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
830,1063,Une femme,De 18 à 24 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,2,4,4,2,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Je ne sais pas
831,1064,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,5,5,3,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
832,1066,Un homme,De 25 à 34 ans,Non,Perse,Non,3,2,2,2,4,4,4,4,2,4,4,3,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
833,1067,Une femme,De 18 à 24 ans,Oui,Anglais,Non,3,2,2,1,5,5,5,5,2,1,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
834,1069,Un homme,De 25 à 34 ans,Oui,Français,Non,4,5,5,5,5,4,4,3,4,4,2,1,Non,Non,Je préfère ne pas répondre,Je ne sais pas,Je ne sais pas,Non,Oui,Je ne sais pas,Je ne sais pas
835,1070,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,4,4,4,5,4,5,2,4,3,Je ne sais pas,Non,Non,Je ne sais pas,Je ne sais pas,Non,Je ne sais pas,Non,Non
836,1071,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,4,3,4,4,4,5,4,2,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non
837,1072,Une femme,De 45 à 54 ans,Oui,Grecque,Non,2,1,2,2,5,5,5,5,5,4,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
838,1073,Une femme,De 25 à 34 ans,Non,Russe,Non,3,2,4,3,4,2,3,2,2,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
839,1074,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
840,1075,Une femme,De 55 à 64 ans,Non,Anglais,Non,3,3,3,3,5,5,5,5,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
841,1076,Une femme,De 55 à 64 ans,Oui,Anglais,Non,4,4,4,3,5,5,5,5,4,5,3,1,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre
842,1078,Une femme,De 65 à 74 ans,Oui,Français,Non,4,4,5,4,2,2,2,1,4,4,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
843,1081,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,4,4,3,3,5,5,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
844,1084,Un homme,De 35 à 44 ans,Oui,Anglais,Non,4,4,4,4,5,5,5,5,5,2,4,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
845,1087,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,3,2,3,2,2,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
846,1088,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,5,4,4,5,3,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
847,1089,Un homme,De 35 à 44 ans,Non,Français,Oui,4,4,4,4,3,3,3,3,2,2,4,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
848,1090,Une femme,De 18 à 24 ans,Non,Tagalog,Oui,1,1,1,1,5,4,5,4,5,2,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
849,1091,Une femme,De 65 à 74 ans,Oui,Français,Non,5,4,5,5,3,3,4,4,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
850,1092,Une femme,De 35 à 44 ans,Non,Tchéque,Non,4,4,4,4,2,2,2,2,4,5,1,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
851,1093,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,2,2,2,2,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
852,1094,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,2,2,2,2,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
853,1095,Une femme,De 25 à 34 ans,Non,Allemand,Non,5,5,5,5,4,4,4,3,5,5,2,1,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui
854,1096,Un homme,De 45 à 54 ans,Oui,Anglais,Non,3,3,3,3,5,5,5,5,4,4,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
855,1097,Une femme,De 45 à 54 ans,Non,Arabe,Non,5,4,5,5,3,3,3,3,4,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
856,1098,Un homme,De 65 à 74 ans,Oui,Français,Non,5,4,5,4,5,4,5,4,5,5,4,2,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui
857,1099,Une femme,De 65 à 74 ans,Oui,Anglais,Non,4,4,4,4,5,5,5,5,5,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
858,1100,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
859,1101,Un homme,De 25 à 34 ans,Oui,Anglais,Non,3,4,3,2,5,5,5,5,5,1,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
860,1103,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,4,4,3,4,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Oui,Non,Non
861,1105,Un homme,De 45 à 54 ans,Non,Arabe,Oui,5,5,5,5,1,1,2,2,5,4,4,4,Non,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas
862,1106,Un homme,De 65 à 74 ans,Non,Espagnol,Non,5,5,5,5,5,5,5,5,5,5,2,2,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non
863,1107,Une femme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,2,2,2,2,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
864,1108,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
865,1110,Un homme,De 35 à 44 ans,Oui,Français,Non,4,4,4,4,4,4,4,4,2,5,1,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
866,1111,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,4,4,4,2,Non,Non,Oui,Oui,Je ne sais pas,Non,Je ne sais pas,Je préfère ne pas répondre,Je préfère ne pas répondre
867,1112,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,3,3,3,3,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
868,1113,Un homme,75 ans ou plus,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
869,1114,Un homme,De 55 à 64 ans,Oui,Anglais,Je préfère ne pas répondre,5,3,3,3,5,5,4,4,2,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
870,1115,Un homme,De 35 à 44 ans,Non,Hébreu,Non,3,2,3,2,5,5,5,5,4,2,2,1,Non,Oui,Non,Non,Oui,Non,Je ne sais pas,Non,Oui
871,1116,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,2,4,3,5,3,5,5,5,2,Non,Non,Non,Oui,Non,Non,Non,Non,Non
872,1117,Une femme,De 25 à 34 ans,Non,Je préfère ne pas répondre,Non,4,4,4,4,4,3,4,3,4,4,5,8,Je ne sais pas,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je ne sais pas,Je préfère ne pas répondre,Je préfère ne pas répondre
873,1118,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
874,1119,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,2,2,4,3,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui
